id,placename,municipality,province,population
963007,Phalaborwa,Ba-Phalaborwa,Limpopo,13108
963008,Majeje,Ba-Phalaborwa,Limpopo,40225
963009,Murchison,Ba-Phalaborwa,Limpopo,1288
963010,Ben Farm,Ba-Phalaborwa,Limpopo,12757
963011,Namakgale,Ba-Phalaborwa,Limpopo,36365
963012,Ga-Makhushane,Ba-Phalaborwa,Limpopo,12499
963013,Gravelotte,Ba-Phalaborwa,Limpopo,1098
963014,Ga-Mashishimale,Ba-Phalaborwa,Limpopo,13920
963015,Maseke,Ba-Phalaborwa,Limpopo,2752
963016,Vuyelani,Ba-Phalaborwa,Limpopo,291
963017,Leydsdorp,Ba-Phalaborwa,Limpopo,6
964001,Calais,Maruleng,Limpopo,2484
964002,Maruleng NU,Maruleng,Limpopo,2330
964002,Maruleng NU West,Maruleng,Limpopo,5330
964003,Loraine,Maruleng,Limpopo,5430
964004,Moshate,Maruleng,Limpopo,1830
964005,Jerusalem,Maruleng,Limpopo,837
964006,Kanana,Maruleng,Limpopo,1201
964007,Hlohlokwe,Maruleng,Limpopo,8472
964008,Shikwane,Maruleng,Limpopo,2492
964009,Sofaya,Maruleng,Limpopo,2803
964010,Balloon,Maruleng,Limpopo,3093
964011,Bismark,Maruleng,Limpopo,2705
964012,Mathlomelong,Maruleng,Limpopo,1447
964013,Metz,Maruleng,Limpopo,6350
964014,Moetladimo,Maruleng,Limpopo,117
964015,Makgaung,Maruleng,Limpopo,4648
964016,Sefikeng,Maruleng,Limpopo,6
964017,Madeira,Maruleng,Limpopo,3844
964018,Enable,Maruleng,Limpopo,2416
964019,Worcester,Maruleng,Limpopo,1004
964020,Khutsong,Maruleng,Limpopo,249
964021,Harmony,Maruleng,Limpopo,23
964022,Turkey,Maruleng,Limpopo,7597
964023,Butchwana,Maruleng,Limpopo,1505
964024,Molalane,Maruleng,Limpopo,1838
964025,Sandton,Maruleng,Limpopo,2021
964026,Sadawa,Maruleng,Limpopo,3963
964027,Mamietja,Maruleng,Limpopo,1302
964028,Mabins,Maruleng,Limpopo,3507
964029,Finale,Maruleng,Limpopo,2793
964030,Air Force Hoedspruit,Maruleng,Limpopo,2
964031,The Oaks,Maruleng,Limpopo,4068
964032,The Willows,Maruleng,Limpopo,3853
964033,Hoedspruit,Maruleng,Limpopo,3157
964034,Kampersrus,Maruleng,Limpopo,465
965001,Gumbu,Mutale,Limpopo,913
965002,Mutale Munic NU,Mutale,Limpopo,1992
965003,Sigonde,Mutale,Limpopo,475
965004,Tshenzhelani,Mutale,Limpopo,361
965005,Bende Mutale,Mutale,Limpopo,781
965006,Madangani,Mutale,Limpopo,708
965007,Masisi,Mutale,Limpopo,1150
965008,Tshikuyu,Mutale,Limpopo,337
965009,Ha-Nkotswi,Mutale,Limpopo,114
965010,Tshilamusa,Mutale,Limpopo,90
965011,Dovha,Mutale,Limpopo,483
965012,Maramanzhi,Mutale,Limpopo,664
965013,Bale,Mutale,Limpopo,985
965014,Makavhini,Mutale,Limpopo,709
965015,Tshamutavha,Mutale,Limpopo,237
965016,Bileni,Mutale,Limpopo,117
965017,Mapakoni,Mutale,Limpopo,880
965018,Mataulu,Mutale,Limpopo,1214
965019,Mabvete,Mutale,Limpopo,1260
965020,Maseha,Mutale,Limpopo,1008
965021,Matshena,Mutale,Limpopo,1297
965022,Mukununde,Mutale,Limpopo,189
965023,Mutele,Mutale,Limpopo,728
965024,Thondoni,Mutale,Limpopo,422
965025,Mukumawabane,Mutale,Limpopo,388
965026,Sanari,Mutale,Limpopo,976
965027,Mushithe,Mutale,Limpopo,396
965028,Domboni,Mutale,Limpopo,247
965029,Tshiungani,Mutale,Limpopo,1138
965030,Tshikondeni A,Mutale,Limpopo,103
965031,Dambale,Mutale,Limpopo,420
965032,Tshikondeni B,Mutale,Limpopo,431
965033,Zwigodini,Mutale,Limpopo,706
965034,Tshipale,Mutale,Limpopo,453
965035,Tshipise,Mutale,Limpopo,1052
965036,Tshifunguduwe,Mutale,Limpopo,139
965037,Mbodi Tsha Fasi,Mutale,Limpopo,542
965038,Mbodi,Mutale,Limpopo,234
965039,Kruger National Park,Mutale,Limpopo,229
965040,Matatani,Mutale,Limpopo,189
965041,Tshivhongweni,Mutale,Limpopo,401
965042,Gwakwani,Mutale,Limpopo,47
965043,Travenna,Mutale,Limpopo,843
965044,Folovhodwe,Mutale,Limpopo,2806
965045,Tahari,Mutale,Limpopo,114
965046,Muraluwe,Mutale,Limpopo,360
965047,Mukovhabale,Mutale,Limpopo,861
965048,Muswodi,Mutale,Limpopo,4124
965049,Marulwe,Mutale,Limpopo,131
965050,Musunda,Mutale,Limpopo,319
965051,Tshirunzini,Mutale,Limpopo,178
965052,Mbuyuni,Mutale,Limpopo,133
965053,Mpobuleni,Mutale,Limpopo,155
965054,Tshokotshoko,Mutale,Limpopo,148
965055,Shakadza,Mutale,Limpopo,1719
965056,Tshamutore,Mutale,Limpopo,80
965057,Ha-Makuya,Mutale,Limpopo,1179
965058,Tshambuka,Mutale,Limpopo,295
965059,Mutsuludi,Mutale,Limpopo,25
965060,Masunda,Mutale,Limpopo,299
965061,Tshitanzhe,Mutale,Limpopo,206
965062,Lamvi,Mutale,Limpopo,712
965063,Gumela,Mutale,Limpopo,383
965064,Mutshikilini,Mutale,Limpopo,1219
965065,Khavhambe,Mutale,Limpopo,355
965066,Vhurivhuri,Mutale,Limpopo,166
965067,Gundani,Mutale,Limpopo,306
965068,Muhotoni,Mutale,Limpopo,69
965069,Tshitambe,Mutale,Limpopo,267
965070,Mvala,Mutale,Limpopo,144
965071,Guyuni,Mutale,Limpopo,906
965072,Helula B,Mutale,Limpopo,60
965073,Netshitondoni,Mutale,Limpopo,33
965074,Dotha,Mutale,Limpopo,179
965075,Mufulwi,Mutale,Limpopo,734
965076,Matavhela,Mutale,Limpopo,641
965077,Lurangwe,Mutale,Limpopo,549
965078,Thogani,Mutale,Limpopo,185
965079,Nghwengoni,Mutale,Limpopo,276
965080,Mafukani,Mutale,Limpopo,586
965081,Mapate,Mutale,Limpopo,381
965082,Tshiozwi,Mutale,Limpopo,188
965083,Muledzhi,Mutale,Limpopo,872
965084,Ngalavhani,Mutale,Limpopo,321
965085,Gwagwathini,Mutale,Limpopo,128
965086,Vuvha B,Mutale,Limpopo,565
965087,Gombani,Mutale,Limpopo,228
965088,Tsaande B,Mutale,Limpopo,49
965089,Helula A,Mutale,Limpopo,189
965090,Ha-Mabila,Mutale,Limpopo,436
965091,Mukondeni,Mutale,Limpopo,466
965092,Tshanzhe,Mutale,Limpopo,726
965093,Matsheketsheke,Mutale,Limpopo,426
965094,Mangaya,Mutale,Limpopo,1252
965095,Makwilidza,Mutale,Limpopo,346
965096,Maheni,Mutale,Limpopo,605
965097,Tshitandani B,Mutale,Limpopo,186
965098,Khunguni,Mutale,Limpopo,139
965099,Tshitandani  A,Mutale,Limpopo,255
965100,Thengwe,Mutale,Limpopo,14490
965101,Tshilamba,Mutale,Limpopo,2844
965102,Madashishi,Mutale,Limpopo,289
965103,Mavhode,Mutale,Limpopo,775
965104,Goma,Mutale,Limpopo,43
965105,Tshamulungwi,Mutale,Limpopo,556
965106,Mafhohoni,Mutale,Limpopo,294
965107,Tshilavulu,Mutale,Limpopo,616
965108,Fefe,Mutale,Limpopo,371
965109,Mavhuwa,Mutale,Limpopo,351
965110,Gogogo,Mutale,Limpopo,808
965111,Mokololwe,Mutale,Limpopo,170
965112,Ludzie,Mutale,Limpopo,45
965113,Dzimauli,Mutale,Limpopo,7354
965114,Mangwele,Mutale,Limpopo,224
965115,Mufungudi,Mutale,Limpopo,110
965116,Tshixwadza,Mutale,Limpopo,429
965117,Mapuloni,Mutale,Limpopo,1014
965118,Mutshavhawe,Mutale,Limpopo,213
965119,Mabulo,Mutale,Limpopo,332
965120,Tshagwa,Mutale,Limpopo,395
965121,Luheni,Mutale,Limpopo,503
965122,Dzamba,Mutale,Limpopo,216
965123,Sheshe,Mutale,Limpopo,852
965124,Muiladi,Mutale,Limpopo,626
965125,Khakhu,Mutale,Limpopo,3105
965126,Tshiavha,Mutale,Limpopo,31
965127,Mazwimba,Mutale,Limpopo,107
966001,Lamvi,Thulamela,Limpopo,1530
966002,Thulamela NU North,Thulamela,Limpopo,700
966002,Thulamela NU South,Thulamela,Limpopo,700
966003,Mukondeni,Thulamela,Limpopo,61
966004,Vhurivhuri,Thulamela,Limpopo,2215
966005,Mavunde,Thulamela,Limpopo,1573
966006,Makhumbe,Thulamela,Limpopo,56
966007,Ha-Lambani,Thulamela,Limpopo,3450
966008,Sambandou,Thulamela,Limpopo,826
966009,Ka-Matiani,Thulamela,Limpopo,3073
966010,Tshitavha,Thulamela,Limpopo,2123
966011,Mutshenzheni,Thulamela,Limpopo,1062
966012,Lambani,Thulamela,Limpopo,2733
966013,Ka-Mhinga,Thulamela,Limpopo,2733
966014,Mubvumoni,Thulamela,Limpopo,2086
966015,Begwa,Thulamela,Limpopo,2066
966016,Lukalo,Thulamela,Limpopo,1532
966017,Mushiru,Thulamela,Limpopo,647
966018,Gaba,Thulamela,Limpopo,6340
966019,Tshaulu,Thulamela,Limpopo,2077
966020,Mutshetshe,Thulamela,Limpopo,673
966021,Dzwaboni,Thulamela,Limpopo,597
966022,Tshihalwe,Thulamela,Limpopo,568
966023,Tswera,Thulamela,Limpopo,1001
966024,Ka-Sunduza,Thulamela,Limpopo,3774
966025,Mahunguhwi,Thulamela,Limpopo,394
966026,Botsoleni,Thulamela,Limpopo,2733
966027,Mavhuwa,Thulamela,Limpopo,55
966028,Matangari,Thulamela,Limpopo,4062
966029,Tshiombo,Thulamela,Limpopo,1415
966030,Mianzwi,Thulamela,Limpopo,1928
966031,Maraxwe,Thulamela,Limpopo,943
966032,Mbahela,Thulamela,Limpopo,852
966033,Muhotoni,Thulamela,Limpopo,672
966034,Makonde,Thulamela,Limpopo,6077
966035,Luvhimbi,Thulamela,Limpopo,2296
966036,Munangwe,Thulamela,Limpopo,365
966037,Phaswana,Thulamela,Limpopo,1513
966038,Tshifudi,Thulamela,Limpopo,2343
966039,Dzivhadolo,Thulamela,Limpopo,1566
966040,Magomani,Thulamela,Limpopo,2733
966041,Masiwane,Thulamela,Limpopo,1257
966042,Buluni,Thulamela,Limpopo,382
966043,Manzemba,Thulamela,Limpopo,608
966044,Dimani,Thulamela,Limpopo,807
966045,Madzimu,Thulamela,Limpopo,5213
966046,Muhuyu,Thulamela,Limpopo,698
966047,Thenzheni,Thulamela,Limpopo,1845
966048,Gonani,Thulamela,Limpopo,372
966049,Ka-Xikundu B,Thulamela,Limpopo,1412
966050,Ka-Xikundu,Thulamela,Limpopo,4452
966051,Khubvi,Thulamela,Limpopo,10271
966052,Damani,Thulamela,Limpopo,1336
966053,Tshiavha,Thulamela,Limpopo,126
966054,Tshidzini,Thulamela,Limpopo,3852
966055,Tshikambe,Thulamela,Limpopo,471
966056,Tshivhilwi,Thulamela,Limpopo,4334
966057,Thembaluvhilo,Thulamela,Limpopo,43
966058,Mabaligwe,Thulamela,Limpopo,2382
966059,Vhutalu,Thulamela,Limpopo,430
966060,Mudzidzidzi,Thulamela,Limpopo,400
966061,Tshiiwani,Thulamela,Limpopo,227
966062,Salema,Thulamela,Limpopo,3540
966063,Maname,Thulamela,Limpopo,204
966064,Tshipako,Thulamela,Limpopo,800
966065,Tshilungwi,Thulamela,Limpopo,663
966066,Khakhu,Thulamela,Limpopo,142
966067,Tshidzivhe,Thulamela,Limpopo,845
966068,Makwarani,Thulamela,Limpopo,867
966069,Saselamani,Thulamela,Limpopo,3727
966070,Sindande,Thulamela,Limpopo,70
966071,Mukula,Thulamela,Limpopo,8209
966072,Tshidimbini,Thulamela,Limpopo,2501
966073,Makhuvha B,Thulamela,Limpopo,5394
966074,Vondwe,Thulamela,Limpopo,6521
966075,Tshitereke,Thulamela,Limpopo,5788
966076,Vhufuli,Thulamela,Limpopo,3626
966077,Ngwenani,Thulamela,Limpopo,6254
966078,Tshilapfene,Thulamela,Limpopo,1495
966079,Ha-Radali,Thulamela,Limpopo,2052
966080,Mukumbani,Thulamela,Limpopo,2431
966081,Ha-Matsika,Thulamela,Limpopo,1120
966082,Thononda,Thulamela,Limpopo,1944
966083,Makuleke,Thulamela,Limpopo,4502
966084,Tshithuthuni,Thulamela,Limpopo,2031
966085,Lutomboni,Thulamela,Limpopo,529
966086,Ntlhaveni B,Thulamela,Limpopo,1854
966087,Malavuwe,Thulamela,Limpopo,2362
966088,Mangondi B,Thulamela,Limpopo,1275
966089,Nsimbhi,Thulamela,Limpopo,1885
966090,Thathe Vondo,Thulamela,Limpopo,94
966091,Tshikonelo,Thulamela,Limpopo,4809
966092,Basani,Thulamela,Limpopo,3408
966093,Ka-Nyavani,Thulamela,Limpopo,305
966094,Nyavhani,Thulamela,Limpopo,1568
966095,Khambela,Thulamela,Limpopo,65
966096,Tshiheni,Thulamela,Limpopo,1435
966097,Phaweni,Thulamela,Limpopo,1734
966098,Milaboni,Thulamela,Limpopo,343
966099,Mudunungu,Thulamela,Limpopo,1366
966100,Tshikombani,Thulamela,Limpopo,4084
966101,Tshirenzheni,Thulamela,Limpopo,1248
966102,Dopeni,Thulamela,Limpopo,6560
966103,Shanzha,Thulamela,Limpopo,631
966104,Mandala,Thulamela,Limpopo,3078
966105,Fondwe,Thulamela,Limpopo,1798
966106,Khalavha,Thulamela,Limpopo,3237
966107,Tshivhilidulu,Thulamela,Limpopo,1339
966108,Tshamutavha,Thulamela,Limpopo,184
966109,Ka-Vhele,Thulamela,Limpopo,2483
966110,Tshamutilikwa,Thulamela,Limpopo,814
966111,Mbahe,Thulamela,Limpopo,982
966112,Tshisinise,Thulamela,Limpopo,81
966113,Makahlule,Thulamela,Limpopo,1865
966114,Gondeni B,Thulamela,Limpopo,1471
966115,Malamangwa,Thulamela,Limpopo,495
966116,Vhudimbilu,Thulamela,Limpopo,658
966117,Mukomasiandu,Thulamela,Limpopo,764
966118,Sterkstroom,Thulamela,Limpopo,39
966119,Ka-Nghezimani,Thulamela,Limpopo,2170
966120,Ngudza,Thulamela,Limpopo,2855
966121,Dzingahe,Thulamela,Limpopo,2862
966122,Tshitanini,Thulamela,Limpopo,227
966123,Dlamini,Thulamela,Limpopo,146
966124,Muraga,Thulamela,Limpopo,1472
966125,Maranzhe,Thulamela,Limpopo,1764
966126,Vondo,Thulamela,Limpopo,766
966127,Tshikunda,Thulamela,Limpopo,2177
966128,Phiphidi,Thulamela,Limpopo,9795
966129,Ngovhela,Thulamela,Limpopo,6296
966130,Maungani,Thulamela,Limpopo,7271
966131,Thohoyandou,Thulamela,Limpopo,69453
966132,Tshivhulani,Thulamela,Limpopo,2675
966133,Mbilwi,Thulamela,Limpopo,5077
966134,Ntlhaveni A,Thulamela,Limpopo,2323
966135,Gondeni A,Thulamela,Limpopo,5391
966136,Bevula,Thulamela,Limpopo,1787
966137,Tshififi,Thulamela,Limpopo,2468
966138,Siambe,Thulamela,Limpopo,2565
966139,Mavhunda A,Thulamela,Limpopo,388
966140,Tshabvuma,Thulamela,Limpopo,2168
966141,Tshikweta,Thulamela,Limpopo,814
966142,Lufule,Thulamela,Limpopo,1617
966143,Shigalo,Thulamela,Limpopo,7670
966144,Makhasa,Thulamela,Limpopo,1121
966145,Xaswita,Thulamela,Limpopo,680
966146,Shikundu,Thulamela,Limpopo,1953
966147,Mangondi A,Thulamela,Limpopo,2373
966148,Makhuvha A,Thulamela,Limpopo,1050
966149,Dumasi,Thulamela,Limpopo,2154
966150,Tshikhudini,Thulamela,Limpopo,1464
966151,Hatshisele,Thulamela,Limpopo,4382
966152,Phugeni,Thulamela,Limpopo,1512
966153,Mphego,Thulamela,Limpopo,3003
966154,Tshilungoma,Thulamela,Limpopo,2526
966155,Kruger National Park,Thulamela,Limpopo,55
966156,Manyuwa,Thulamela,Limpopo,135
966157,Nghomunghom,Thulamela,Limpopo,1799
966158,Green Farm,Thulamela,Limpopo,3930
966159,Roadhouse,Thulamela,Limpopo,3710
966160,Gandlanani,Thulamela,Limpopo,3445
966161,Jerome,Thulamela,Limpopo,3413
966162,Mutoti,Thulamela,Limpopo,904
966163,Budeli,Thulamela,Limpopo,2362
966164,Mulenzhe,Thulamela,Limpopo,2566
966165,Mashobye,Thulamela,Limpopo,1638
966166,Duthuni,Thulamela,Limpopo,6345
966167,Makumbane,Thulamela,Limpopo,2219
966168,Tshisahulu,Thulamela,Limpopo,7342
966169,Shayandima,Thulamela,Limpopo,10259
966170,Itsani,Thulamela,Limpopo,11473
966171,Lwamondo,Thulamela,Limpopo,20218
966172,Tshidzate,Thulamela,Limpopo,781
966173,Phugwane,Thulamela,Limpopo,1100
966174,Makumeke,Thulamela,Limpopo,1429
966175,Mavambe,Thulamela,Limpopo,4133
966176,Doveni,Thulamela,Limpopo,318
966177,Mapate,Thulamela,Limpopo,3608
966178,Tshikovha,Thulamela,Limpopo,2074
966179,Tswinga,Thulamela,Limpopo,3948
966180,Dididi,Thulamela,Limpopo,2312
966181,Madonsi,Thulamela,Limpopo,3220
966182,Ka-Mchipise,Thulamela,Limpopo,3203
966183,Shingwidzi,Thulamela,Limpopo,11
966184,Malamulele,Thulamela,Limpopo,13070
966185,Ka-Xitlhelani,Thulamela,Limpopo,4629
966186,Manele,Thulamela,Limpopo,1658
966187,Gijamhandzeni,Thulamela,Limpopo,1153
966188,Khakhanwa,Thulamela,Limpopo,1355
966189,Gidjana,Thulamela,Limpopo,2198
966190,Peninghotsa,Thulamela,Limpopo,803
966191,Govu,Thulamela,Limpopo,1486
966192,Dzindi,Thulamela,Limpopo,2787
966193,Manamane,Thulamela,Limpopo,2897
966194,Ka-Dinga,Thulamela,Limpopo,2122
966195,Makovha,Thulamela,Limpopo,2083
966196,Jimmy Jones,Thulamela,Limpopo,3371
966197,Ka-Matsakali,Thulamela,Limpopo,1505
966198,Tambaulate,Thulamela,Limpopo,269
966199,Ka-Mahonisi,Thulamela,Limpopo,3748
966200,Ka-Mapapila,Thulamela,Limpopo,1730
966201,Phaphazela,Thulamela,Limpopo,4965
966202,Mashawana,Thulamela,Limpopo,551
966203,Ka-Bazela SP,Thulamela,Limpopo,1252
966204,Malamhala,Thulamela,Limpopo,1211
966205,Dzwerani,Thulamela,Limpopo,5964
966206,Mvelaphanda,Thulamela,Limpopo,1563
966207,Mukhomi,Thulamela,Limpopo,3810
966208,Ka-Mabayeni,Thulamela,Limpopo,1361
966209,Ka-Mphambo,Thulamela,Limpopo,3714
966210,Lulamani,Thulamela,Limpopo,61
966211,Ka-Xigamani,Thulamela,Limpopo,2055
966212,Ka-Jilongo,Thulamela,Limpopo,3117
966213,Gumbani,Thulamela,Limpopo,2229
966214,Hasane,Thulamela,Limpopo,2710
966215,Mtititi,Thulamela,Limpopo,3341
966216,Ka-Mulamula,Thulamela,Limpopo,3068
966217,Mabokoro,Thulamela,Limpopo,545
966218,Salani,Thulamela,Limpopo,2329
966219,Ka-Hasane,Thulamela,Limpopo,1927
966220,Bulwini,Thulamela,Limpopo,2474
966221,Mapimele,Thulamela,Limpopo,467
966222,Ka-Mdabula,Thulamela,Limpopo,808
966223,Machele,Thulamela,Limpopo,1192
966224,ka-Maveke,Thulamela,Limpopo,1207
966225,Altein,Thulamela,Limpopo,1759
966226,Ka-Muswane,Thulamela,Limpopo,2165
966227,Ka-Xihosana,Thulamela,Limpopo,2546
967001,Mapungubwe Nature Reserve,Musina,Limpopo,332
967002,Musina NU,Musina,Limpopo,19600
967003,Beit Bridge,Musina,Limpopo,1001
967004,Musina,Musina,Limpopo,42678
967005,Malale,Musina,Limpopo,1963
967006,Madimbo,Musina,Limpopo,2739
967007,Mopane,Musina,Limpopo,46
968001,Smokey,Makhado,Limpopo,233
968002,Makhado NU,Makhado,Limpopo,20273
968003,Gaarside,Makhado,Limpopo,267
968004,Dolidoli,Makhado,Limpopo,314
968005,Khomela,Makhado,Limpopo,1018
968006,Kharivhe,Makhado,Limpopo,276
968007,Starlight,Makhado,Limpopo,611
968008,Maranikhwe,Makhado,Limpopo,389
968009,Makushu,Makhado,Limpopo,1508
968010,Afton,Makhado,Limpopo,193
968011,Natalie,Makhado,Limpopo,99
968012,Sane,Makhado,Limpopo,447
968013,Musekwa,Makhado,Limpopo,721
968014,Tshitadi,Makhado,Limpopo,455
968015,Divhani,Makhado,Limpopo,220
968016,Tshitwi,Makhado,Limpopo,82
968017,Posaito,Makhado,Limpopo,135
968018,Mudimeli,Makhado,Limpopo,2886
968019,Maangani,Makhado,Limpopo,692
968020,Maholoni,Makhado,Limpopo,276
968021,Mabvuka Jazz,Makhado,Limpopo,2877
968022,Manyii,Makhado,Limpopo,1594
968023,Ha-Matsa,Makhado,Limpopo,2670
968024,Mamuhoyi,Makhado,Limpopo,1565
968025,Mandiwana,Makhado,Limpopo,3208
968026,Vhutuwa nga Dzebu,Makhado,Limpopo,1443
968027,Dzanani,Makhado,Limpopo,5673
968028,Tshikhudo,Makhado,Limpopo,1207
968029,Makatu,Makhado,Limpopo,956
968030,Lugungulo,Makhado,Limpopo,262
968031,Tshavhalovhedzi,Makhado,Limpopo,950
968032,Sendedza,Makhado,Limpopo,2503
968033,Siloam,Makhado,Limpopo,2049
968034,Tshituni B,Makhado,Limpopo,4499
968035,Ha-Matidza,Makhado,Limpopo,2081
968036,Mulelu,Makhado,Limpopo,899
968037,Ramavhoya,Makhado,Limpopo,1405
968038,Themba Luvhilo,Makhado,Limpopo,4107
968039,Ha-Rabali,Makhado,Limpopo,8774
968040,Matanda,Makhado,Limpopo,4538
968041,Matsa B,Makhado,Limpopo,758
968042,Mulenga,Makhado,Limpopo,259
968043,Mabirimisa,Makhado,Limpopo,278
968044,Manngo,Makhado,Limpopo,708
968045,Tshikikinini,Makhado,Limpopo,764
968046,Tshirolwe,Makhado,Limpopo,2697
968047,Mapakophele,Makhado,Limpopo,824
968048,Mawoni,Makhado,Limpopo,1379
968049,Ha-Mapila,Makhado,Limpopo,862
968050,Maname,Makhado,Limpopo,1903
968051,Ha-Mphaila,Makhado,Limpopo,806
968052,Tshikuwi,Makhado,Limpopo,5909
968053,Luvhalani,Makhado,Limpopo,836
968054,Tshirenzheni,Makhado,Limpopo,173
968055,Mavhunga,Makhado,Limpopo,2270
968056,Makungwi,Makhado,Limpopo,804
968057,Tshituni A,Makhado,Limpopo,841
968058,Madangani,Makhado,Limpopo,1329
968059,Tshiswenda,Makhado,Limpopo,385
968060,Mungomani,Makhado,Limpopo,2545
968061,Mauluma,Makhado,Limpopo,3413
968062,Phadzima,Makhado,Limpopo,4966
968063,Khunda,Makhado,Limpopo,231
968064,Vhulaudzi,Makhado,Limpopo,2684
968065,Tshedza,Makhado,Limpopo,1799
968066,Murunwa,Makhado,Limpopo,2697
968067,Sinthumule,Makhado,Limpopo,52646
968068,Masia,Makhado,Limpopo,2943
968069,Ha-Mashau,Makhado,Limpopo,15210
968070,DeHoop,Makhado,Limpopo,389
968071,Matshavhawe,Makhado,Limpopo,1735
968072,Tshiendeulu,Makhado,Limpopo,1667
968073,Tshamavhudzi,Makhado,Limpopo,422
968074,Thondoni,Makhado,Limpopo,1777
968075,Honingfontein,Makhado,Limpopo,1056
968076,Vuvha A,Makhado,Limpopo,2970
968077,Tsianda,Makhado,Limpopo,7578
968078,Tshakhuma,Makhado,Limpopo,17371
968079,Makhado,Makhado,Limpopo,25360
968080,Kutama,Makhado,Limpopo,23011
968081,Hakutama,Makhado,Limpopo,1871
968082,Mugivhi,Makhado,Limpopo,9639
968083,15 South African Military base/15 SAI,Makhado,Limpopo,54
968084,HaNesengani,Makhado,Limpopo,13951
968085,Vyeboom,Makhado,Limpopo,5026
968086,Nngwekhulu,Makhado,Limpopo,532
968087,Buisdorp,Makhado,Limpopo,629
968088,Levubu,Makhado,Limpopo,207
968089,Valdezia,Makhado,Limpopo,7516
968090,Tshilaphala,Makhado,Limpopo,103
968091,Tshimbupfe,Makhado,Limpopo,14653
968092,Vuwani,Makhado,Limpopo,2791
968093,Mpheni,Makhado,Limpopo,13188
968094,Elim,Makhado,Limpopo,16538
968095,Njhakanjhaka,Makhado,Limpopo,2890
968096,Shirley,Makhado,Limpopo,1480
968097,Kurhuleni,Makhado,Limpopo,2166
968098,Tshivhade,Makhado,Limpopo,242
968099,Hanani,Makhado,Limpopo,1137
968100,HaMashau,Makhado,Limpopo,1598
968101,Bungeni,Makhado,Limpopo,9162
968102,Chavani,Makhado,Limpopo,7523
968103,Nkhensani,Makhado,Limpopo,13113
968104,KaBungeni,Makhado,Limpopo,10297
968105,Hlanganani,Makhado,Limpopo,7816
968106,HaMatsila,Makhado,Limpopo,767
968107,HaDavhana,Makhado,Limpopo,6686
968108,Khomanani,Makhado,Limpopo,9977
968109,KaMajosi,Makhado,Limpopo,3679
968110,Vleifontein,Makhado,Limpopo,4982
968111,Maila,Makhado,Limpopo,6816
968112,HaMashamba,Makhado,Limpopo,6349
968113,Nwamatatani,Makhado,Limpopo,2085
968114,Tshivhuyuni,Makhado,Limpopo,2676
968115,Mukondeni,Makhado,Limpopo,2610
968116,Masethe,Makhado,Limpopo,516
968117,Tshikumbu,Makhado,Limpopo,84
968118,Nooitgedacht,Makhado,Limpopo,364
968119,Ramaru,Makhado,Limpopo,155
968120,Ha-Nthabalala,Makhado,Limpopo,1672
968121,Mpofu,Makhado,Limpopo,313
968122,Masakona,Makhado,Limpopo,7288
968123,Ribungwani,Makhado,Limpopo,2753
968124,Manyima,Makhado,Limpopo,541
968125,Magobo,Makhado,Limpopo,643
968126,Maduwa,Makhado,Limpopo,478
968127,Thovhalas-Kraal,Makhado,Limpopo,399
968128,Salaunavhe,Makhado,Limpopo,211
968129,Mufunzi,Makhado,Limpopo,310
968130,Tiyani,Makhado,Limpopo,9715
968131,Nkanyani,Makhado,Limpopo,748
968132,Mathatji,Makhado,Limpopo,1089
968133,Madazhi,Makhado,Limpopo,724
968134,Pfananani,Makhado,Limpopo,2403
968135,Muwaweni,Makhado,Limpopo,1350
968136,Ha-Mamphagi,Makhado,Limpopo,945
968137,Olifantshoek,Makhado,Limpopo,5976
968138,Goedverwacht,Makhado,Limpopo,242
968139,Tshitale,Makhado,Limpopo,1111
968140,Ha-Muila A,Makhado,Limpopo,2285
968141,Thembisa,Makhado,Limpopo,562
968142,Thothololo,Makhado,Limpopo,609
968143,Muumoni,Makhado,Limpopo,511
968144,Ha-Muila B,Makhado,Limpopo,673
969001,Alldays,Blouberg,Limpopo,2987
969002,Blouberg Munic NU,Blouberg,Limpopo,7058
969003,GaRamaswikana,Blouberg,Limpopo,1297
969004,Sias,Blouberg,Limpopo,639
969005,Modimvuhusi,Blouberg,Limpopo,1343
969006,GaMoisimane Arie,Blouberg,Limpopo,620
969007,Raditshaba,Blouberg,Limpopo,307
969008,Ga-Dankie,Blouberg,Limpopo,446
969009,Ga-Kibi,Blouberg,Limpopo,2436
969010,GaRamotsho,Blouberg,Limpopo,304
969011,GaMamadi,Blouberg,Limpopo,5349
969012,GaRakwele,Blouberg,Limpopo,455
969013,Wegdraai,Blouberg,Limpopo,1443
969014,Tlhonasedimong,Blouberg,Limpopo,550
969015,Goudmyn,Blouberg,Limpopo,1249
969016,Slaaphoek,Blouberg,Limpopo,1502
969017,Berseba,Blouberg,Limpopo,234
969018,Eldorado,Blouberg,Limpopo,2246
969019,Tlhona,Blouberg,Limpopo,1094
969020,Essoubinca,Blouberg,Limpopo,1431
969021,Gideon,Blouberg,Limpopo,680
969022,Ga-Mabelebele,Blouberg,Limpopo,2406
969023,Bahamanoa,Blouberg,Limpopo,9
969024,Kromhoek,Blouberg,Limpopo,4255
969025,Makgari,Blouberg,Limpopo,564
969026,Sekwati,Blouberg,Limpopo,582
969027,Pax Intrantibus,Blouberg,Limpopo,1733
